,Number,Autor,Publication,Title,Journal,IF,DOI,Article name,Formula,Cat. compound,Support,"Cat./Support ratio, % (at)",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Base,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h","Current density, mA/cm2",Type of reactor," Energy efficiency, %",Сarbon efficiency (equivalent to single-pass carbon efficiency (SPCE),"Loading, μg/cm2","Capacitance, (uF/cm2)","ECSA, cm2",R,"BET surface, m2/g"
46,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,45.79,2.68,-45.5,H-cell,,,,61.0,,,
47,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,42.19,3.24,-45.5,H-cell,,,,61.0,,,
48,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,37.28,3.79,-45.5,H-cell,,,,61.0,,,
49,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,26.67,4.36,-45.5,H-cell,,,,61.0,,,
50,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,22.02,4.89,-45.5,H-cell,,,,61.0,,,
51,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,16.23,5.47,-45.5,H-cell,,,,61.0,,,
52,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,H2,24.82,0.43,-45.5,H-cell,,,,61.0,,,
53,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,CO,6.39,0.43,-45.5,H-cell,,,,61.0,,,
54,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H5OH,9.85,0.43,-45.5,H-cell,,,,61.0,,,
55,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,CH4,2.37,0.43,-45.5,H-cell,,,,61.0,,,
56,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,25.65,0.43,-28.56,H-cell,,,,61.0,,,
57,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,30.04,1.04,-28.56,H-cell,,,,61.0,,,
58,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,31.66,1.64,-28.56,H-cell,,,,61.0,,,
59,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,32.23,2.29,-28.56,H-cell,,,,61.0,,,
60,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,33.0,2.93,-28.56,H-cell,,,,61.0,,,
61,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,33.64,3.54,-28.56,H-cell,,,,61.0,,,
62,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,34.91,4.15,-28.56,H-cell,,,,61.0,,,
63,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,33.85,4.76,-28.56,H-cell,,,,61.0,,,
64,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,35.34,5.42,-28.56,H-cell,,,,61.0,,,
65,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,33.57,6.0,-28.56,H-cell,,,,61.0,,,
66,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,34.77,6.67,-28.56,H-cell,,,,61.0,,,
67,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,31.94,7.27,-28.56,H-cell,,,,61.0,,,
68,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,38.23,7.87,-28.56,H-cell,,,,61.0,,,
69,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,29.47,8.48,-28.56,H-cell,,,,61.0,,,
70,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,H2,26.28,0.48,-28.56,H-cell,,,,61.0,,,
71,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,CO,4.38,0.48,-28.56,H-cell,,,,61.0,,,
72,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H5OH,8.39,0.48,-28.56,H-cell,,,,61.0,,,
73,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,CH4,1.46,0.48,-28.56,H-cell,,,,61.0,,,
74,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,HCOOH,16.79,0.48,-28.56,H-cell,,,,61.0,,,
75,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.0,C2H4,20.62,0.48,-18.23,H-cell,,,,61.0,,,
76,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.0,H2,19.53,0.48,-18.23,H-cell,,,,61.0,,,
77,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.0,CO,15.15,0.48,-18.23,H-cell,,,,61.0,,,
78,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.0,C2H5OH,29.01,0.48,-18.23,H-cell,,,,61.0,,,
79,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.0,CH4,2.37,0.48,-18.23,H-cell,,,,61.0,,,
80,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.0,HCOOH,12.41,0.48,-18.23,H-cell,,,,61.0,,,
81,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-0.8,C2H5OH,9.85,0.48,-9.62,H-cell,,,,61.0,,,
82,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-0.8,CO,24.27,0.48,-9.62,H-cell,,,,61.0,,,
83,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-0.8,HCOOH,30.47,0.48,-9.62,H-cell,,,,61.0,,,
84,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-0.8,H2,33.03,0.48,-9.62,H-cell,,,,61.0,,,
85,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-0.6,CO,17.88,0.48,-2.73,H-cell,,,,61.0,,,
86,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-0.6,HCOOH,50.0,0.48,-2.73,H-cell,,,,61.0,,,
87,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,,150.0,150.0,150.0,,,,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-0.6,H2,30.84,0.48,-2.73,H-cell,,,,61.0,,,
88,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu,Cu,Cu,,100.0,nanorod,,100.0,100.0,100.0,,,,100.0,0.0,0.0,carbon paper electrode,KHCO3,0.1,6.8,-1.6,C2H4,4.89,0.48,-49.67,H-cell,,,,58.0,,,
89,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu,Cu,Cu,,100.0,nanorod,,100.0,100.0,100.0,,,,100.0,0.0,0.0,carbon paper electrode,KHCO3,0.1,6.8,-1.6,C2H5OH,13.41,0.48,-49.67,H-cell,,,,58.0,,,
90,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu,Cu,Cu,,100.0,nanorod,,100.0,100.0,100.0,,,,100.0,0.0,0.0,carbon paper electrode,KHCO3,0.1,6.8,-1.6,CO,15.4,0.48,-49.67,H-cell,,,,58.0,,,
91,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu,Cu,Cu,,100.0,nanorod,,100.0,100.0,100.0,,,,100.0,0.0,0.0,carbon paper electrode,KHCO3,0.1,6.8,-1.6,CH4,2.17,0.48,-49.67,H-cell,,,,58.0,,,
92,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu,Cu,Cu,,100.0,nanorod,,100.0,100.0,100.0,,,,100.0,0.0,0.0,carbon paper electrode,KHCO3,0.1,6.8,-1.6,HCOOH,0.91,0.48,-49.67,H-cell,,,,58.0,,,
93,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu,Cu,Cu,,100.0,nanorod,,100.0,100.0,100.0,,,,100.0,0.0,0.0,carbon paper electrode,KHCO3,0.1,6.8,-1.6,H2,58.88,0.48,-49.67,H-cell,,,,58.0,,,
94,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu,Cu,Cu,,100.0,nanorod,,100.0,100.0,100.0,,,,100.0,0.0,0.0,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,3.08,0.48,-34.16,H-cell,,,,58.0,,,
95,3.0,"Longmei Shang a 1, Ximeng Lv a 1, Hao Shen a, Zhengzhong Shao b, Gengfeng Zheng",2019.0,Selective carbon dioxide electroreduction to ethylene and ethanol by core-shell copper/cuprous oxide,Journal of Colloid and Interface Science,"9,965",10.1016/j.jcis.2019.05.073,Cu,Cu,Cu,,100.0,nanorod,,100.0,100.0,100.0,,,,100.0,0.0,0.0,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H5OH,13.59,0.48,-34.16,H-cell,,,,58.0,,,
